00GE               20131205                                                                                   
0601GEH3N       20140101000905005000005000 0300000000000272   
0601GEH3N       20140101000910005000005000 0300000000000279   
0601GEH3N       20140101000915005000005000 0300000000000287   
0601GEH3N       20140101000920005000005000 0300000000000295   
0601GEH3N       20140101000925005000005000 0300000000000303   
0601GEH3N       20140101000930005000005000 0300000000000311   
0601GEH3N       20140101000935005000005000 0300000000000319   
0601GEH3N       20140101000940005000005000 0300000000000327   
0601GEH3N       20140101000945005000005000 0300000000000335   
0601GEH3N       20140101000950005000005000 0300000000000343   
0601GEH3N       20140101000955005000005000 0300000000000351   
0601GEH3N       20140101000960005000005000 0300000000000358   
0601GEH3N       20140101000965005000005000 0300000000000366   
0601GEH3N       20140101000970005000005000 0300000000000373   
0601GEH3N       20140101000975005000005000 0300000000000381   
0601GEH3N       20140101000980005000005000 0300000000000390   
0601GEH3N       20140101000985005000005000 0300000000000398   
0601GEH3N       20140101000990005000005000 0300000000000407   
0601GEH3N       20140101000995005000005000 0300000000000415   
0601GEH3N       20140101001000005000005000 0300000000000424   
0601GEH3N       20140101001005005000005000 0300000000000432   
0601GEH3N       20140101001010005000005000 0300000000000440   
0601GEH3N       20140101001015005000005000 0300000000000448   
0601GEH3N       20140101001020005000005000 0300000000000456   
0601GEH3N       20140101001025005000005000 0300000000000465   
0601GEH3N       20140101001030005000005000 0300000000000474   
0601GEH3N       20140101001035005000005000 0300000000000483   
0601GEH3N       20140101001040005000005000 0300000000000492   
0601GEH3N       20140101001045005000005000 0300000000000500   
0601GEH3N       20140101001050005000005000 0300000000000509   
0601GEH3N       20140101001055005000005000 0300000000000518   
0601GEH3N       20140101001060005000005000 0300000000000527   
0601GEH3N       20140101001065005000005000 0300000000000535   
0601GEH3N       20140101001070005000005000 0300000000000544   
0601GEH3N       20140101001075005000005000 0300000000000552   
0601GEH3N       20140101001080005000005000 0300000000000560   
0601GEH3N       20140101001085005000005000 0300000000000569   
0601GEH3N       20140101001090005000005000 0300000000000577   
0601GEH3N       20140101001095005000005000 0300000000000585   
0601GEH3N       20140101001100005000005000 0300000000000593   
0601GEH3N       20140101001105005000005000 0300000000000602   
0601GEH3N       20140101001110005000005000 0300000000000610   
0601GEH3N       20140101001115005000005000 0300000000000619   
0601GEH3N       20140101001120005000005000 0300000000000627   
0601GEH3N       20140101001125005000005000 0300000000000636   
0601GEH3N       20140101001130005000005000 0300000000000644   
0601GEH3N       20140101001135005000005000 0300000000000652   
0601GEH3N       20140101001140005000005000 0300000000000660   
0601GEH3N       20140101001145005000005000 0300000000000669   
0601GEH3N       20140101001150005000005000 0300000000000677   
0601GEH3N       20140101001155005000005000 0300000000000685   
0601GEH3N       20140101001160005000005000 0300000000000693   
0601GEH3N       20140101001165005000005000 0300000000000701   
0601GEH3N       20140101001170005000005000 0300000000000709   
0601GEH3N       20140101001175005000005000 0300000000000717   
0601GEH3N       20140101001180005000005000 0300000000000725   
0601GEH3N       20140101001185005000005000 0300000000000733   
0601GEH3N       20140101001190005000005000 0300000000000742   
0601GEH3N       20140101001195005000005000 0300000000000750   
0601GEH3N       20140101001200005000005000 0300000000000758   
0601GEH3N       20140101001205005000005000 0300000000000766   
0601GEH3N       20140101001210005000005000 0300000000000774   
0601GEH3N       20140101001215005000005000 0300000000000782   
0601GEH3N       20140101001220005000005000 0300000000000789   
0601GEH3N       20140101001225005000005000 0300000000000797   
0601GEH3N       20140101001230005000005000 0300000000000805   
0601GEH3N       20140101001235005000005000 0300000000000813   
0601GEH3N       20140101001240005000005000 0300000000000820   
0601GEH3N       20140101001245005000005000 0300000000000828   
0601GEH3N       20140101001250005000005000 0300000000000835   
0601GEH3N       20140101001255005000005000 0300000000000843   
0601GEH3N       20140101001260005000005000 0300000000000850   
0601GEH3N       20140101001265005000005000 0300000000000857   
0601GEH3N       20140101001270005000005000 0300000000000865   
0601GEH3N       20140101001275005000005000 0300000000000873   
0601GEH3N       20140101001280005000005000 0300000000000880   
0601GEH3N       20140101001285005000005000 0300000000000888   
0601GEH3N       20140101001290005000005000 0300000000000895   
0601GEH3N       20140101001295005000005000 0300000000000902   
0601GEH3N       20140101001300005000005000 0300000000000910   
0601GEH3N       20140101001305005000005000 0300000000000918   
0601GEH3N       20140101001310005000005000 0300000000000925   
0601GEH3N       20140101001315005000005000 0300000000000932   
0601GEH3N       20140101001320005000005000 0300000000000940   
0601GEH3N       20140101001325005000005000 0300000000000947   
0601GEH3N       20140101001330005000005000 0300000000000954   
0601GEH3N       20140101001335005000005000 0300000000000961   
0601GEH3N       20140101001340005000005000 0300000000000968   
0601GEH3N       20140101001345005000005000 0300000000000975   
0601GEH3N       20140101001350005000005000 0300000000000982   
0601GEH3N       20140101001355005000005000 0300000000000989   
0601GEH3N       20140101001360005000005000 0300000000000996   
0601GEH3N       20140101001365005000005000 0300000000001003   
0601GEH3N       20140101001370005000005000 0300000000001010   
0601GEH3N       20140101001375005000005000 0300000000001017   
0601GEH3N       20140101001380005000005000 0300000000001023   
0601GEH3N       20140101001385005000005000 0300000000001030   
0601GEH3N       20140101001390005000005000 0300000000001036   
0601GEH3N       20140101001395005000005000 0300000000001043   
0601GEH3N       20140101001400005000005000 0300000000001050   
0601GEH3N       20140101001405005000005000 0300000000001057   
0601GEH3N       20140101001410005000005000 0300000000001063   
0601GEH3N       20140101001415005000005000 0300000000001070   
0601GEH3N       20140101001420005000005000 0300000000001077   
0601GEH3N       20140101001425005000005000 0300000000001083   
0601GEH3N       20140101001430005000005000 0300000000001090   
0601GEH3N       20140101001435005000005000 0300000000001096   
0601GEH3N       20140101001440005000005000 0300000000001103   
0601GEH3N       20140101001445005000005000 0300000000001109   
0601GEH3N       20140101001450005000005000 0300000000001115   
0601GEH3N       20140101001455005000005000 0300000000001122   
0601GEH3N       20140101001460005000005000 0300000000001128   
0601GEH3N       20140101001465005000005000 0300000000001134   
0601GEH3N       20140101001470005000005000 0300000000001140   
0601GEH3N       20140101001475005000005000 0300000000001146   
0601GEH3N       20140101001480005000005000 0300000000001152   
0601GEH3N       20140101001485005000005000 0300000000001159   
0601GEH3N       20140101001490005000005000 0300000000001165   
0601GEH3N       20140101001495005000005000 0300000000001171   
0601GEH3N       20140101001500005000005000 0300000000001178   
0601GEH3N       20140101001505005000005000 0300000000001184   
0601GEH3N       20140101001510005000005000 0300000000001190   
0601GEH3N       20140101001515005000005000 0300000000001196   
0601GEH3N       20140101001520005000005000 0300000000001202   
0601GEH3N       20140101001525005000005000 0300000000001208   
0601GEH3N       20140101001530005000005000 0300000000001214   
0601GEH3N       20140101001535005000005000 0300000000001220   
0601GEH3N       20140101001540005000005000 0300000000001226   
0601GEH3N       20140101001545005000005000 0300000000001232   
0601GEH3N       20140101001550005000005000 0300000000001238   
0601GEH3N       20140101001555005000005000 0300000000001244   
0601GEH3N       20140101001560005000005000 0300000000001250   
0601GEH3N       20140101001565005000005000 0300000000001256   
0601GEH3N       20140101001570005000005000 0300000000001262   
0601GEH3N       20140101001575005000005000 0300000000001268   
0601GEH3N       20140101001580005000005000 0300000000001274   
0601GEH3N       20140101001585005000005000 0300000000001279   
0601GEH3N       20140101001590005000005000 0300000000001285   
0601GEH3N       20140101001595005000005000 0300000000001291   
0601GEH3N       20140101001600005000005000 0300000000001297   
0601GEH3N       20140101001605005000005000 0300000000001303   
0601GEH3N       20140101001610005000005000 0300000000001309   
0601GEH3N       20140101001615005000005000 0300000000001314   
0601GEH3N       20140101001620005000005000 0300000000001320   
0601GEH3N       20140101001625005000005000 0300000000001326   
0601GEH3N       20140101001630005000005000 0300000000001332   
0601GEH3N       20140101001635005000005000 0300000000001338   
0601GEH3N       20140101001640005000005000 0300000000001344   
0601GEH3N       20140101001645005000005000 0300000000001349   
0601GEH3N       20140101001650005000005000 0300000000001356   
0601GEH3N       20140101001655005000005000 0300000000001361   
0601GEH3N       20140101001660005000005000 0300000000001367   
0601GEH3N       20140101001665005000005000 0300000000001374   
0601GEH3N       20140101001670005000005000 0300000000001379   
0601GEH3N       20140101001675005000005000 0300000000001385   
0601GEH3N       20140101001680005000005000 0300000000001392   
0601GEH3N       20140101001685005000005000 0300000000001398   
0601GEH3N       20140101001690005000005000 0300000000001404   
0601GEH3N       20140101001695005000005000 0300000000001411   
0601GEH3N       20140101001700005000005000 0300000000001416   
0601GEH3N       20140101001705005000005000 0300000000001422   
0601GEH3N       20140101001710005000005000 0300000000001429   
0601GEH3N       20140101001715005000005000 0300000000001434   
0601GEH3N       20140101001720005000005000 0300000000001440   
0601GEH3N       20140101001725005000005000 0300000000001447   
0601GEH3N       20140101001730005000005000 0300000000001452   
0601GEH3N       20140101001735005000005000 0300000000001458   
